"ginc" "height" "age" "length" "mar" "sex" "german" "alevel"
3946 188 38 2.3 1 0 1 1
1143 178 34 6.6 1 1 1 0
756 167 53 1 1 0 1 1
1213 168 53 5.9 0 0 1 1
889 150 38 5.6 1 1 1 0
1752 178 30 4.7 0 0 1 0
502 182 26 1.5 0 0 1 1
1264 170 42 4.8 1 1 1 0
3821 181 39 12.5 1 0 1 1
5663 193 43 16.3 1 0 1 1
2080 189 45 11.3 1 0 1 0
2469 169 33 4.4 0 1 1 1
2024 170 56 16.3 1 0 1 0
2292 175 32 8.8 1 1 1 0
754 172 23 0.3 0 1 1 0
1357 170 59 20.8 0 1 1 0
2308 168 45 6.8 1 0 1 1
3491 178 30 1.8 0 0 1 0
2611 186 40 1.5 1 0 1 0
1441 175 22 4 0 0 1 0
2837 167 25 2.7 1 1 1 0
2140 175 37 14.3 1 1 1 0
1715 170 57 16.4 0 1 1 0
1272 176 37 5.4 1 1 1 0
1392 172 30 2.8 1 0 1 0
4282 172 43 1.3 1 1 1 0
4598 186 50 1.6 1 0 1 1
5965 172 44 8.4 1 0 1 1
2391 186 50 13.1 1 0 1 0
2481 180 45 20.3 1 0 1 0
3670 156 48 25.8 1 1 1 1
2368 171 36 8 1 0 1 0
2063 180 29 6 1 0 1 0
768 163 58 8.6 1 1 1 1
1317 179 36 1.3 0 0 1 0
3347 168 62 21.1 0 1 1 0
2194 165 45 25.3 1 1 1 1
3445 178 53 36 1 0 1 0
1800 164 45 27 1 0 1 0
1509 169 33 1.4 1 1 1 0
1728 168 58 38.5 1 1 1 1
4586 172 52 17.1 1 0 1 1
3235 175 54 0.2 1 0 1 1
2024 171 58 3.4 1 0 1 1
2077 173 49 10.3 1 0 1 0
5151 194 30 2.4 0 0 1 1
6474 181 31 1.8 0 0 1 1
2479 173 27 4.7 1 0 0 0
2710 168 27 1.5 0 1 1 1
2626 182 50 13.4 1 0 0 0
1554 171 46 6.7 1 1 0 0
1566 162 45 26.7 1 0 1 0
2177 179 52 29.4 1 0 1 0
1241 173 52 22.8 1 1 1 0
2339 178 33 1.3 0 0 1 0
2877 176 41 6.2 1 0 1 0
2982 172 48 26 0 0 1 0
1453 176 52 6.6 1 0 1 1
778 165 30 1.3 0 1 1 0
1208 168 22 3.7 0 1 1 0
2473 175 53 32 1 1 1 0
1216 165 22 0.8 0 1 1 1
1600 168 54 6.6 1 0 1 0
3727 181 45 5.8 1 0 1 0
371 166 52 0.1 1 1 1 0
2081 181 36 2.2 1 0 1 0
1764 174 39 11.8 1 1 1 1
2624 162 33 7.8 0 1 0 1
3214 168 41 0.2 0 0 1 1
603 156 49 6.3 0 1 1 0
1412 176 54 8.3 1 0 1 1
1331 170 34 0.3 1 1 0 0
1676 180 50 9.5 1 0 1 0
1261 173 60 0.5 1 0 1 0
3037 178 38 12.5 1 0 1 0
1503 162 30 1.8 0 1 1 0
3024 183 37 0 1 0 1 0
753 184 34 10.4 1 0 1 0
937 157 39 3.1 1 1 1 0
2801 170 53 28.3 1 1 1 0
2294 162 36 11.6 0 1 1 1
2073 176 21 3.8 0 1 0 0
3912 175 50 26.8 1 0 1 1
2618 172 43 0.9 0 1 1 1
3353 172 48 30 1 0 1 0
2922 172 53 29.5 1 0 1 0
2405 194 54 10.3 1 0 1 0
1439 176 54 8.3 1 1 1 0
1366 172 46 2.3 1 1 1 0
2194 162 51 2.3 1 0 0 0
4420 183 43 20.5 1 0 1 0
3012 160 51 17.3 1 1 1 1
2040 170 31 12.5 1 0 0 0
1838 170 61 4 1 0 1 0
1409 183 46 20.8 1 0 1 1
2444 180 48 0.8 1 0 1 1
459 162 52 3.8 1 1 1 0
2112 177 52 24.7 0 0 1 0
1040 176 31 7.7 1 1 1 0
3833 186 48 18.8 1 0 1 0
2373 170 41 4.3 1 1 1 0
3389 172 48 2.9 1 1 1 1
1040 173 38 9.3 1 1 1 0
2332 180 47 18.5 0 0 1 0
2563 187 38 13 0 0 1 0
1906 172 53 28.1 0 1 1 0
2780 186 28 1.8 0 0 1 0
3996 159 40 5 0 1 0 1
1817 174 36 3.6 1 0 1 0
6016 180 30 4.9 1 0 1 1
734 156 52 3.1 1 1 1 0
2657 163 30 1.4 0 1 1 1
3144 172 47 0.3 1 0 1 0
1888 163 25 4.3 0 1 0 0
703 168 41 19.3 1 1 1 0
609 160 33 3.7 1 1 1 0
1185 175 44 1.5 1 1 1 0
2160 176 29 11 1 0 1 0
1071 180 47 2.3 0 0 1 0
2432 165 58 39 1 0 1 0
5532 183 44 10.3 1 0 1 1
1820 180 50 32 1 0 1 0
1329 157 55 11.1 1 1 1 0
3861 170 43 24 1 0 1 0
2060 165 55 31.8 1 0 0 0
2900 185 28 0.1 0 0 1 1
2019 168 43 9.8 1 1 1 0
2254 185 30 0.4 1 0 1 0
1979 170 38 15.8 1 0 1 0
2249 173 21 0.8 0 0 0 1
2536 160 46 13.8 1 1 1 0
2501 168 51 14.6 1 0 1 0
2139 157 53 33.8 1 0 0 0
3615 172 52 34 1 0 1 0
5433 184 36 2.2 1 0 1 0
1915 185 30 8 0 0 1 0
737 167 35 1.9 1 1 1 1
1741 174 42 5.8 0 0 1 0
3965 178 45 11.6 1 1 1 1
2009 174 36 3.6 1 0 1 1
2917 172 59 5.7 0 0 1 1
2953 168 46 10.9 1 1 1 1
1152 190 30 0.9 1 0 1 1
1405 174 60 21.3 1 1 1 1
3047 178 35 2.2 1 0 0 1
2644 185 34 14 1 0 1 0
2028 174 34 14.9 1 0 0 0
624 162 21 0.9 0 1 1 0
2254 183 36 10 1 0 1 0
3068 190 36 13.5 0 0 1 1
1852 178 26 6.8 0 0 1 0
3974 176 24 3 0 0 1 1
2423 174 40 2.2 0 1 1 1
2449 190 32 14.7 1 0 1 0
3977 162 26 6.3 1 1 0 0
3182 177 49 31 1 0 1 0
3252 180 45 26.4 1 0 1 1
4244 186 35 5.2 1 0 1 1
4467 184 41 11.8 1 0 1 1
1059 178 45 12.6 1 1 1 0
4434 167 38 4.1 1 1 1 1
2765 166 42 11.6 0 1 1 0
782 185 28 0.7 0 0 1 1
2095 164 41 22 0 1 1 1
781 174 26 0 0 0 1 0
945 160 33 2 1 1 1 0
3260 160 56 1.1 0 0 0 0
1205 182 28 4 1 0 1 1
2749 178 61 23.8 1 0 1 0
431 174 36 13 1 1 1 1
3037 170 48 30 1 0 1 0
2591 178 36 3.4 1 0 1 0
3205 181 37 8 1 0 1 0
3225 190 31 12 0 0 1 0
3559 187 34 1.5 0 0 1 1
1917 180 33 3.3 0 1 1 0
2405 170 35 11.1 1 0 0 0
1392 184 34 0.3 1 0 1 0
3930 180 47 28.4 1 0 1 0
1178 165 29 2.5 1 1 0 1
5934 180 36 1.3 0 0 1 0
1785 172 47 2.2 1 1 1 1
5009 172 40 9.8 1 0 1 1
1228 160 57 10 1 1 1 0
4627 180 43 7.6 1 0 1 1
5446 172 44 15.1 1 0 1 1
2254 168 45 9.7 1 0 1 0
754 167 40 0.8 1 1 1 0
2692 172 37 18 1 0 0 0
3479 164 34 0.8 0 1 1 0
3463 170 37 4.3 0 0 1 1
2053 158 53 14.8 1 1 1 0
991 172 55 29 0 1 1 1
3197 153 49 27.6 1 1 1 1
2561 159 47 11.5 1 1 1 1
3062 172 58 1.5 1 0 1 1
1675 165 59 32.2 1 0 0 0
728 162 40 11.3 1 1 1 1
4500 186 52 11.8 0 0 1 1
1963 167 61 32.5 1 0 0 0
5127 178 47 22.7 1 0 1 1
900 168 40 4.8 1 1 1 0
3142 183 46 25 0 0 1 0
1470 169 39 1 0 1 1 1
4701 186 38 16.8 1 0 1 0
2556 187 47 17.9 1 0 1 0
2005 179 45 1.8 0 1 1 0
1649 162 50 9.5 1 1 1 0
2780 159 29 3.8 0 1 1 1
2472 168 36 5.5 0 1 0 1
2491 169 48 29 1 1 1 1
2923 170 39 10.2 0 1 1 0
1766 183 44 2.8 0 0 1 0
2350 165 27 5 0 1 1 0
2168 167 32 1 1 1 1 1
3093 179 46 4.3 1 0 1 0
2119 180 42 4.8 1 0 1 0
564 170 36 0.1 1 1 1 0
4518 180 43 23 1 0 1 0
1502 174 55 8.9 1 1 1 1
2612 169 33 3.6 1 0 1 1
3803 176 63 8.2 1 0 1 1
862 168 50 18.3 1 1 1 0
385 160 48 12.3 1 1 1 0
1560 169 43 2.6 1 1 1 0
3784 182 38 15 1 0 1 0
2323 170 39 0.9 1 0 1 0
3205 185 50 28 0 0 1 1
1546 168 60 12.2 1 0 1 0
2301 168 47 16.5 1 1 1 0
1944 182 41 1.4 1 0 1 0
2252 169 37 10.1 0 0 1 0
2031 160 52 9.9 1 0 1 0
2149 175 36 2.5 1 0 1 0
934 159 53 5.8 1 1 1 0
2948 175 38 17.8 1 0 0 0
1773 180 29 1.1 0 0 1 0
1237 156 48 22.5 1 1 1 0
2151 179 47 9.1 1 0 1 1
1591 165 52 9.3 1 1 1 0
1972 164 58 5.9 1 1 1 0
931 185 33 3.2 0 0 1 0
6420 184 54 29.5 1 0 1 1
3119 170 29 0.5 1 0 0 1
1127 172 44 10.1 1 1 1 0
4358 176 31 9.4 0 0 1 1
2206 180 54 36 1 0 1 0
3333 158 52 28.6 1 1 1 1
1979 179 31 3.5 0 1 1 1
2967 178 31 11.2 0 0 1 0
1231 155 40 22.7 1 1 1 0
3372 183 36 12.5 1 0 1 0
2011 168 40 10.8 1 1 1 0
909 172 39 20 1 1 1 0
6452 194 33 3.8 0 0 1 1
1121 158 44 9.3 1 1 1 0
1198 176 55 2.7 0 0 1 0
3622 173 52 2.3 1 0 1 0
1872 168 50 3.3 1 1 1 0
1480 175 54 4.7 0 0 1 0
2297 170 47 28.1 1 0 1 0
1646 190 29 2.1 1 0 1 1
6032 178 46 13.8 1 0 1 1
1868 170 56 13.4 0 1 1 0
1284 150 42 11.4 1 1 1 1
7546 193 39 3.5 1 0 1 1
874 165 40 2.8 1 1 1 0
2188 165 35 11.7 1 1 1 0
3737 192 29 3.6 1 0 1 1
1962 180 23 5 0 1 1 0
2381 158 60 19.3 1 1 1 0
1843 163 46 26.6 1 1 1 1
1411 190 24 2.3 0 0 1 0
2389 168 30 9.3 1 1 1 0
2334 170 31 9.6 1 0 1 0
1457 186 30 0 0 0 1 1
1124 180 43 9 1 0 1 0
1836 175 29 3.4 0 1 1 0
3451 190 53 4 1 0 1 1
3385 172 36 3.2 1 0 0 1
2918 168 39 6.8 1 1 1 0
1388 186 25 4 0 0 1 0
836 156 34 11 1 1 1 1
1129 153 24 5.8 0 1 1 0
1974 189 50 9 1 0 1 1
1949 175 26 2.9 1 0 1 1
2158 181 40 0 1 0 1 0
4337 182 55 21.2 1 0 1 1
2845 190 34 1.3 1 0 1 1
5027 180 55 6.8 0 0 1 0
1849 160 24 3 0 1 1 0
1963 178 62 28.3 1 0 1 1
1598 176 45 26.5 0 0 1 0
1602 180 47 3.6 1 0 1 0
2726 175 41 23 1 0 1 0
2772 176 40 19 1 1 1 1
1290 173 38 15.3 1 1 1 1
3637 176 33 8.7 1 0 1 0
1850 177 42 3.3 1 0 1 0
2079 178 23 1 0 0 1 0
3323 168 36 7.2 1 0 1 1
1894 178 55 0.2 1 0 1 0
3992 178 49 29.3 1 0 1 0
2063 169 65 1 1 0 1 0
3252 190 28 0.2 0 0 1 1
4670 170 42 3.1 1 1 1 1
2293 170 45 4.4 0 1 0 0
2288 169 30 8.5 1 1 1 1
4145 186 34 2.5 1 0 1 1
1015 161 58 11.7 0 1 1 0
1436 175 40 11.4 1 0 1 1
2121 166 29 1.3 0 1 1 0
3110 173 44 24.8 1 0 1 1
2036 163 31 9 0 1 1 0
1202 165 32 1.5 0 1 1 0
1466 185 52 2.8 1 0 1 0
3685 183 39 0.7 1 0 1 0
1944 170 22 1.9 0 0 1 0
2150 174 57 0.2 1 0 1 0
3315 171 41 11.9 1 0 1 0
1138 170 36 4.4 1 0 1 0
1458 167 27 2.8 0 1 1 0
3800 180 53 23.1 1 0 1 0
4008 189 46 29 1 0 1 0
1538 163 32 9.3 0 1 1 0
1849 178 54 0.5 0 0 1 0
2026 169 29 2 1 0 1 0
2430 167 51 2.8 1 0 0 1
1801 170 31 3.8 0 1 1 0
2000 155 36 19 0 1 1 0
1595 180 25 2 0 0 1 0
1829 156 34 2.9 1 1 1 0
6531 176 45 2.8 1 0 1 1
1491 173 42 4.1 1 1 1 1
2310 174 36 8.5 1 0 1 0
2366 180 29 8.5 0 0 1 0
1486 176 56 7.7 1 0 1 0
2153 182 61 17 1 0 1 0
713 162 35 2.8 1 1 1 0
2487 182 41 17.2 0 0 1 0
2526 164 38 6.3 0 1 1 0
1626 162 58 16.3 1 1 1 0
1802 176 61 9.6 0 0 1 0
1317 183 44 0.9 1 0 1 0
2149 175 33 11.8 1 1 1 0
2172 175 46 28.4 1 0 1 0
2008 170 37 0.4 0 1 1 1
2559 168 38 15.3 1 1 1 0
1784 182 27 0.5 0 0 1 1
2270 169 55 22.3 1 1 1 0
2281 165 29 2.3 0 0 1 0
2282 185 30 2.9 0 0 1 0
2504 165 59 37.3 1 0 1 0
4977 160 55 13.5 0 1 1 1
3291 165 61 18.8 0 1 1 1
3318 185 29 0.6 0 0 1 1
1997 172 31 13.4 1 0 1 0
1653 178 35 7.3 0 0 1 0
1325 178 29 2 0 1 1 1
6960 176 37 1.4 0 0 1 1
1098 163 37 5.4 1 1 1 1
5458 183 44 5 1 0 1 0
999 180 33 6.1 0 1 1 0
1798 179 55 3.7 1 0 1 0
1031 153 43 1.8 0 1 0 0
1557 160 27 6.8 1 1 0 0
3074 164 41 9.8 1 1 1 1
3586 180 63 9.6 1 0 0 1
683 173 24 1.2 0 1 1 0
2470 185 28 7 1 0 1 0
1974 174 32 4 0 0 1 0
1323 167 35 12.9 0 1 0 0
2694 178 59 10.1 1 0 1 1
2186 197 32 8.8 1 0 1 0
3003 182 32 9.6 1 0 0 0
1902 172 27 1.9 1 1 1 0
3067 192 32 12.2 1 0 1 0
2558 146 29 1.9 1 1 0 0
5501 161 33 3.3 1 1 1 1
1758 152 48 8.3 1 1 1 1
796 178 29 1.2 1 0 1 1
2376 171 43 6.8 1 0 1 1
2052 174 47 11.1 1 0 1 0
1893 167 35 11.3 1 1 1 0
916 156 46 26.8 1 1 1 0
3789 174 33 1.7 1 0 1 1
2041 178 33 11.8 1 0 1 0
1500 182 35 6.8 1 0 1 0
970 174 45 5.5 1 1 1 0
2199 178 61 6.3 1 0 1 1
782 173 31 4.6 0 0 1 1
2513 174 31 11 1 0 1 1
3670 174 42 24 1 1 1 0
2343 155 41 15.3 1 1 0 0
2243 167 58 9 0 1 1 1
3534 180 46 15.3 1 0 1 1
4563 172 56 22.8 1 0 0 0
5109 183 58 40.9 1 0 1 1
1657 170 42 0 0 1 1 0
1891 170 55 28.8 1 1 0 1
3075 176 45 24.2 0 0 1 0
2562 164 54 20.8 1 1 1 1
1813 178 38 13.6 0 0 1 0
2675 178 50 11.9 1 0 1 0
1061 163 47 9.9 1 1 1 1
714 165 41 1 1 1 1 0
1682 163 44 7.6 1 1 1 0
2202 180 39 8.5 1 0 0 1
1934 195 40 0 1 0 1 1
415 165 44 10.4 1 1 1 0
2258 166 42 0.9 1 0 1 1
1669 170 48 14.1 1 0 1 0
3101 186 54 24.8 1 0 1 0
2421 168 39 20 0 1 1 1
1391 168 40 19.9 1 1 1 0
1523 164 54 12.9 0 1 1 0
2425 160 37 7.1 1 0 0 0
2965 170 32 2 0 1 1 0
2290 180 27 2.6 0 0 1 0
2983 159 37 0.4 1 1 1 1
3661 190 34 6 0 0 1 1
391 168 40 0.5 1 1 1 0
2007 180 27 8 0 0 1 0
3048 191 43 9.5 1 0 1 1
2777 181 23 2 0 0 1 0
1210 192 26 1.1 0 0 1 0
540 172 46 9.7 1 1 1 0
1729 176 40 1.8 1 0 1 0
2175 185 45 11.6 1 0 1 0
1409 162 45 6 1 1 1 1
1878 161 43 24.8 1 1 1 0
1849 170 41 9.4 1 1 1 0
2156 185 21 1 0 0 1 0
2292 176 40 11.6 1 0 0 0
1937 168 32 12.6 0 1 0 0
2074 186 49 25.1 1 0 1 0
1059 183 58 4.8 1 0 1 0
1752 170 55 11.3 1 1 1 0
621 174 25 3.7 0 0 1 1
3496 190 39 7.6 1 0 1 0
1240 168 46 3.5 1 1 1 0
741 158 51 9.2 1 1 1 0
1933 169 39 3.4 1 1 1 0
2691 160 37 16.8 1 0 0 0
2336 168 23 4.6 0 1 1 0
2166 189 47 8.3 1 0 1 0
1396 169 35 2.8 1 1 1 1
1995 188 57 11.5 1 0 1 1
1374 180 29 0.5 0 0 1 0
2051 170 40 7.8 1 0 1 0
2519 174 34 7.3 0 1 1 0
975 176 47 11.9 1 1 1 0
1434 178 47 1.6 0 1 1 0
1881 176 36 3.7 0 0 1 0
1959 174 36 5.8 1 1 1 1
4487 173 36 10.8 1 0 1 1
2484 178 46 5.6 1 0 1 0
2319 176 46 3.3 0 1 1 0
4770 184 55 31.5 1 0 1 0
3314 181 33 12.9 1 0 1 0
2188 174 33 14 0 0 1 0
2436 176 51 11.8 1 0 1 0
1251 167 61 3.2 1 1 1 0
3686 174 31 9 1 1 1 1
2048 165 54 24.4 1 1 1 0
2929 174 63 35.2 1 0 1 0
3552 180 36 10.8 1 0 1 0
858 170 60 1.3 1 1 1 0
4217 190 55 30.8 1 0 1 0
1638 165 48 26.2 1 1 1 0
1225 164 56 10.5 1 1 1 1
2500 165 44 11.7 1 0 1 0
2439 184 31 5 1 0 1 0
746 168 61 7 1 1 1 0
2810 172 43 13.3 1 0 1 0
1876 173 37 19 1 0 1 0
1979 162 32 0.3 0 1 1 1
1537 175 21 1 0 0 1 0
3127 166 33 13.3 0 1 1 1
4455 170 33 3.8 0 1 1 1
1759 170 35 7.6 1 1 1 1
1848 193 37 0.9 0 0 1 1
2032 177 58 11.8 1 0 1 1
4643 174 49 8.2 1 0 1 1
3030 183 46 20.3 1 0 1 0
1910 163 52 15.3 1 0 0 0
4040 180 52 9.1 1 0 1 0
2576 153 55 29.7 0 1 0 0
1871 169 62 40.3 1 0 1 0
1514 173 34 2.7 1 0 1 0
2443 153 60 32.8 1 1 0 0
3184 164 44 5.9 1 1 1 0
1289 167 38 3.4 1 1 1 0
3499 176 42 1.8 0 0 1 1
1166 169 29 11.5 1 1 1 0
3992 183 32 6.6 1 0 0 1
1920 178 54 23.5 1 0 1 0
2553 172 40 16.6 1 0 1 0
560 155 35 11.4 0 1 1 0
2463 168 31 7.6 0 1 1 1
3700 173 40 19.6 1 1 1 1
1812 165 25 0.3 0 1 1 0
1992 165 37 14.4 1 0 1 0
2964 178 42 14.8 1 0 1 0
1454 185 29 2.3 0 0 1 0
1857 175 45 0.3 1 0 1 0
4089 178 47 10.9 1 0 1 1
2950 183 30 1.8 0 0 1 1
3690 180 46 18.9 1 0 1 1
1726 164 54 28.9 1 0 0 0
5623 171 47 4.6 0 0 1 1
3126 176 43 18.9 1 0 1 0
1843 181 26 5.5 0 0 1 1
3242 189 30 3.8 1 0 1 1
1772 150 37 3.8 1 1 1 1
1196 169 42 4.5 1 1 1 0
2812 174 43 24.3 1 0 1 0
2527 167 54 26.5 0 0 0 0
5004 179 54 6 1 0 1 0
3475 168 53 29 1 0 0 1
4892 175 41 0.8 1 0 1 0
3099 185 48 28.5 1 0 1 0
8482 183 47 15.6 1 0 1 1
1223 158 57 10.5 1 1 1 0
1829 158 54 35.3 1 1 1 1
1517 160 40 21 1 1 1 0
1826 168 42 6.1 1 1 1 0
1623 175 23 0.3 0 1 0 0
1586 175 60 7.7 1 0 1 0
2753 164 34 0.7 0 1 1 0
2682 168 29 2.8 0 1 1 1
1895 161 39 1.2 1 1 1 1
2450 171 41 17.8 1 0 1 0
1446 161 58 7.8 1 0 1 0
2910 175 39 17.8 1 0 1 0
2589 183 39 0.6 0 0 1 0
2531 185 56 38 1 0 1 0
2253 168 59 39 1 0 1 0
2221 172 36 2.8 1 0 0 0
923 172 55 0.8 1 0 1 0
3375 170 51 26.4 1 0 1 0
1248 168 57 2.3 1 1 1 1
4365 193 32 7.3 1 0 1 1
1403 179 37 18 0 0 1 0
2485 180 31 2 0 0 1 0
1530 185 28 3.7 0 0 1 0
2100 175 56 0.9 1 0 1 0
1833 178 24 1.2 0 1 1 1
1330 176 50 19.3 0 1 1 0
1980 172 63 26.1 1 0 0 0
2733 167 55 34.2 1 0 1 0
710 172 38 15.9 1 1 1 0
1369 180 38 11.8 1 0 1 0
2624 175 34 12.4 1 0 1 0
1112 165 37 0.8 0 1 1 0
4334 184 41 14.3 1 0 1 1
3212 183 59 3.8 0 0 1 0
1035 165 44 1.7 0 1 1 1
1563 160 30 7.1 1 1 1 0
780 165 30 2.8 1 1 1 0
6175 182 41 16.7 1 0 1 1
3632 180 54 15.5 1 0 1 0
4374 190 38 1.7 1 0 1 0
8041 174 46 10.8 1 0 1 1
2493 168 49 28.6 1 1 1 1
1022 179 40 12.4 1 1 1 0
2160 172 64 23.1 1 0 1 1
960 168 27 0.1 0 1 1 1
1907 154 39 0.1 0 1 1 0
3134 172 34 12.2 0 1 1 0
1737 175 51 34 1 0 1 0
2219 187 37 1.4 1 0 1 1
2447 173 29 9.4 0 0 1 0
1347 170 54 1.1 1 1 1 0
1936 183 41 10.8 1 0 1 0
3410 184 36 16.2 0 0 1 0
3278 173 37 12.7 1 0 1 1
3003 173 29 1.5 0 1 1 1
778 172 44 3.8 1 1 1 0
1318 150 44 4.3 1 1 1 0
1885 174 31 1.8 1 0 0 0
2660 172 38 2.7 0 1 1 1
2618 162 27 6.3 0 1 0 0
1848 175 40 2.8 0 1 1 1
1504 168 47 11.8 0 0 1 1
783 164 49 4 1 1 1 0
2982 189 34 4.9 1 0 1 1
5373 186 33 10.8 0 0 1 0
1479 176 46 4.2 1 0 1 0
2022 186 25 1 1 0 1 0
1855 177 34 8.5 1 0 1 0
2910 170 39 7.4 1 0 0 0
1489 154 49 10.4 0 1 1 1
3180 183 34 4.3 0 0 1 1
2056 168 48 30.5 1 1 1 0
2313 179 48 1.5 1 0 1 0
2379 172 35 3.4 1 1 1 1
3394 176 34 4.6 1 0 1 1
1896 165 38 19.4 1 1 1 0
2195 183 38 3 1 0 1 0
1229 168 50 1.8 1 1 1 0
4406 187 42 2.3 1 0 1 1
3196 170 32 5.5 0 0 0 1
3288 170 57 32 0 0 1 1
2051 167 43 22.3 1 1 1 0
780 160 64 1.3 0 1 1 0
3838 182 34 0.3 0 0 1 1
6684 160 48 13.4 1 1 1 1
1766 188 25 1.8 0 0 1 0
3875 180 48 21.2 1 0 1 1
1192 170 41 14.5 1 0 1 0
1910 163 37 6.8 0 1 1 0
1239 172 34 4.3 1 0 1 0
6863 175 61 28.6 1 0 1 1
2139 180 46 23.3 1 0 1 0
6034 187 40 10.3 0 0 1 1
2062 180 41 0.5 1 0 1 0
2612 178 32 1.9 0 0 1 0
4615 188 53 0.6 1 0 1 1
2387 197 33 12 1 0 1 0
2414 176 54 5.5 1 0 0 0
2671 172 47 0.3 0 1 1 0
1288 160 52 0.3 0 1 1 0
3375 172 25 3 0 0 1 0
3338 180 48 12.4 1 0 1 1
1649 178 36 14.4 1 0 1 0
4533 170 59 18.3 0 1 1 1
1524 180 56 7.8 1 1 1 0
632 168 54 4 0 0 1 1
2266 175 54 11.5 1 0 1 0
2081 174 46 2.5 1 0 1 1
570 170 50 28.7 1 1 1 0
2279 180 41 8.5 1 0 1 0
3453 185 32 4.5 1 0 1 1
2601 165 33 3.8 0 1 1 1
2103 176 44 3.4 0 0 1 0
1574 180 37 0.3 1 0 1 0
1639 178 35 0.8 1 0 1 0
4925 179 58 29 0 0 0 1
1730 178 59 25.8 1 0 1 0
1009 163 47 2 1 1 1 0
6342 177 63 17.1 0 0 1 1
2224 158 49 7.3 1 1 1 1
1830 163 36 0.8 0 1 1 1
2311 180 56 31.6 1 0 1 0
3452 160 29 4 0 1 1 1
4740 186 42 23 1 0 1 0
4502 175 43 26.6 0 0 1 0
4083 180 57 15.4 0 0 1 1
2280 174 56 19.7 1 0 1 1
2203 168 49 14.3 1 0 0 0
1060 170 46 5.1 1 1 1 0
1065 164 27 0.4 0 1 1 0
2309 187 30 7.8 0 0 0 0
1252 163 42 3 1 1 1 0
2049 183 55 5.8 1 0 1 0
1547 169 37 12.5 0 1 1 0
2621 182 57 19.3 1 0 1 1
2584 168 36 7.4 1 1 1 0
2350 170 44 11.4 1 0 1 0
1202 170 35 15.2 1 1 1 0
1156 171 25 4 0 1 1 1
3092 174 51 14.3 1 1 1 1
2118 180 32 9.7 0 0 1 0
1654 169 24 0.4 0 1 1 1
945 164 60 1.3 0 1 1 0
1566 178 37 3 1 0 1 0
5273 185 48 16.2 1 0 1 0
1362 161 38 4.4 0 1 1 0
2582 174 42 6.1 1 0 1 0
1905 151 58 10.3 0 1 1 0
1475 174 46 7.1 1 1 1 0
1332 174 29 3.5 0 1 1 0
1682 158 46 1.3 1 1 1 0
1905 166 36 14.4 1 1 1 1
2177 180 37 2.3 1 0 1 0
4493 180 48 24 1 0 1 1
992 160 45 2.3 1 1 1 0
1274 164 22 1.8 0 1 1 0
2100 170 32 12 0 1 1 0
4777 182 42 8.8 1 0 1 1
1396 175 26 1.5 1 0 0 0
2427 167 31 9.8 0 0 1 0
1497 180 47 5.4 1 0 1 0
2083 165 38 2.8 1 0 1 0
3048 189 33 14 1 0 1 1
4050 186 48 29.8 1 0 1 1
2053 172 38 9.4 1 1 1 0
1808 155 53 29.5 1 1 1 1
1783 178 32 8.3 1 0 1 0
1630 165 41 6.7 1 0 1 0
1517 164 40 10.6 0 1 1 0
1416 170 46 16.8 1 1 1 0
1407 170 24 2 0 1 1 0
1376 162 29 4.8 0 1 1 0
3250 174 51 8.3 1 1 1 1
2260 173 44 18.1 0 1 1 0
2117 172 26 3.3 1 0 1 0
4996 189 49 17.6 1 0 1 0
2331 185 42 1.4 1 0 1 0
1002 167 58 5 0 1 1 0
3109 180 42 12.8 1 0 1 0
1159 168 46 2.3 1 1 0 1
3286 180 39 1.5 1 0 1 0
1022 163 23 1.1 0 0 0 0
2761 168 59 22.3 0 1 1 1
1277 156 32 2.1 1 1 1 0
2174 172 46 29 1 0 1 0
9965 188 36 0.5 1 0 1 1
1020 176 44 9.5 1 1 1 0
1915 172 49 17.2 1 0 1 0
2154 165 33 10.5 0 1 1 1
696 165 39 10.8 1 1 1 0
3603 176 35 9 1 0 1 0
6411 180 49 24.8 1 0 1 0
1265 164 46 20.8 1 1 1 0
1005 160 60 0.3 1 1 1 0
2105 175 36 18.5 1 0 1 0
3761 172 30 10 1 0 0 0
2578 180 35 11.8 1 0 1 0
2350 184 43 23.6 1 0 1 0
1399 170 29 8.5 1 1 1 0
626 164 48 30 0 1 1 0
1661 165 37 5.2 0 1 1 0
2645 175 42 14.4 0 1 1 1
5641 184 38 9.6 1 0 1 1
651 171 57 22.3 1 1 0 1
2121 180 35 2.2 0 0 1 0
1783 178 47 2.7 1 0 1 0
1595 154 48 2.2 0 1 1 1
1241 165 47 18.5 1 1 1 0
1733 180 37 10.2 1 0 1 0
3348 165 56 40 1 1 1 0
2109 176 30 5.8 0 0 1 0
1121 168 40 9.1 1 1 1 1
4790 178 40 20 0 1 1 0
933 170 49 0.8 1 1 1 0
2988 168 55 24.1 1 1 1 1
9425 176 35 1.1 1 0 1 0
1899 166 51 14.3 0 1 1 0
3967 178 45 0.5 1 0 1 0
3131 182 39 0.7 0 0 1 0
2972 172 39 11.4 1 0 1 1
3537 180 47 14.9 1 0 1 1
1677 176 44 5.5 1 0 1 0
2052 168 30 5.6 0 0 0 0
2488 162 32 1.8 1 1 1 1
856 169 41 1.2 1 1 1 0
2280 170 33 9.2 1 0 1 0
7978 193 46 20.3 1 0 1 1
2218 178 43 5.3 1 0 1 0
