"ginc" "height" "age" "length" "mar" "sex" "german" "alevel"
2111 168 42 3.2 0 0 1 0
3958 175 49 15.8 1 0 1 0
2849 166 51 22.1 1 1 1 0
1792 155 34 16.3 1 1 1 0
1489 170 43 1.7 0 1 1 0
2198 175 49 0.7 1 0 1 1
2981 180 47 28 1 0 1 0
1754 165 58 9.2 1 1 1 1
2137 161 33 11.8 1 1 1 1
1803 178 31 2.9 0 1 1 0
2569 178 27 1.9 0 1 1 1
1867 168 27 5.7 1 1 1 0
1868 156 46 2.3 0 1 1 0
827 165 21 0 0 0 1 0
2377 166 29 9 1 0 1 1
1807 189 38 1.1 0 0 1 1
2825 181 35 3.9 1 0 1 0
4472 169 31 1.5 0 1 1 1
2239 172 60 17.5 1 0 1 0
2040 178 28 9 1 0 0 0
1616 178 37 9.2 0 0 1 0
4973 193 52 12.3 1 0 1 0
2339 170 22 1 0 1 1 1
4876 170 38 15.8 1 0 1 0
2728 179 43 11.6 0 0 1 0
2523 160 50 32.8 1 1 1 0
1980 185 35 2.6 1 0 1 0
1614 180 41 4 0 0 1 0
5532 180 49 20.8 1 0 1 1
2089 176 29 0.4 0 0 1 1
2187 176 57 2 1 0 1 0
3815 170 42 8.8 0 1 1 1
2083 170 47 10.6 1 1 1 0
1613 152 41 20 1 1 1 0
2068 183 40 5.4 1 0 1 1
1384 180 59 7 1 0 1 0
2402 150 56 36.2 1 1 1 1
3275 180 32 9.7 1 0 1 1
3811 185 45 13 0 0 1 1
3941 173 40 0.6 0 1 1 1
1001 162 45 22 1 1 1 0
1251 180 30 3.6 0 0 1 0
1671 160 51 12.3 1 1 1 0
2699 180 36 2.6 1 0 1 1
2635 161 40 10.3 0 1 1 1
2398 185 36 10.7 0 0 1 0
2207 173 30 5.2 0 1 1 1
1805 188 23 3.3 1 0 1 0
1022 165 35 11.4 0 1 1 0
3093 180 35 2.1 0 0 1 1
2129 186 44 7.3 0 0 1 0
1775 180 38 20 1 0 1 0
3659 175 35 3.3 0 0 1 1
1749 188 35 7.2 1 0 1 0
2154 165 57 28.8 1 1 1 0
3727 183 37 8.2 0 0 1 1
2885 161 48 18 1 1 1 0
2201 168 45 9.9 1 1 1 0
3858 185 39 16.2 1 0 1 1
4193 179 33 3.5 0 1 1 1
1111 165 56 17.6 1 1 1 0
2152 176 34 10.6 1 0 1 1
1201 177 44 11.2 1 1 1 1
2140 180 50 21.7 1 0 1 0
1752 168 24 0.9 1 1 1 1
2028 168 54 21.3 1 0 1 0
3535 176 46 0.3 1 0 0 1
1584 165 50 5 1 1 0 0
1120 164 28 1.8 0 1 1 1
2968 176 42 23.2 1 0 1 0
3242 177 41 23 1 0 1 0
2508 183 31 3.8 0 1 1 1
2530 170 41 3.3 1 0 0 1
1889 175 49 2.4 0 1 1 0
3228 180 37 15.8 1 0 1 0
1793 173 35 0.8 0 1 1 1
4101 180 43 26 0 0 1 0
3142 174 37 0.1 0 1 1 0
3286 176 60 20.4 1 0 0 1
3921 180 32 2.1 0 0 1 0
1681 182 33 6.3 1 0 1 0
2242 180 62 5.5 0 0 1 1
2488 162 44 25 1 1 1 1
1592 153 59 29.8 1 1 1 0
1290 168 60 1.1 1 1 1 0
1964 178 44 27.8 1 1 1 0
914 162 34 4 1 1 1 0
1089 159 33 4.1 1 1 1 0
2299 193 38 16.1 0 0 1 0
3270 176 31 12 1 0 1 0
1548 172 26 2 0 1 1 1
2376 183 50 5.6 1 0 1 0
1167 175 24 0.1 0 1 1 0
3924 176 32 3.6 0 0 0 1
2874 150 46 5.9 0 1 1 0
1194 174 42 3.6 1 1 1 1
2476 167 27 6 1 0 1 0
1237 162 21 1.6 0 1 1 0
2786 172 27 3.5 1 0 1 0
3117 182 28 9.8 1 0 1 0
1009 168 41 1.3 1 1 1 0
2125 165 55 15.8 1 1 1 0
3234 180 41 21 1 0 1 0
1432 158 21 2 0 1 0 0
1306 168 39 8.6 1 1 1 1
2544 184 47 10.9 1 0 1 0
547 172 44 1.5 1 1 1 0
1607 186 31 9.4 0 0 1 0
2208 193 28 9 0 0 1 0
5337 185 59 27.7 1 0 1 0
2430 172 42 1.3 0 1 1 0
2318 160 42 11.5 1 1 1 0
1852 173 33 4.5 1 0 1 0
2450 162 47 2.6 1 1 1 1
1660 160 40 0 0 1 1 0
2038 169 30 3.8 1 1 1 0
1430 164 35 3.8 0 1 1 1
1102 172 23 0.2 0 1 1 0
1761 182 50 0.2 1 0 1 0
2842 189 37 14 1 0 1 0
3230 176 33 8.3 1 0 1 1
4658 173 36 1.1 1 0 1 1
2030 170 44 9.2 0 1 1 1
3067 173 42 10.2 1 1 1 0
5953 170 49 19.5 1 0 1 1
924 167 43 14.4 1 1 1 0
1208 196 25 1 0 0 1 0
2926 167 48 30 1 1 1 0
1618 152 45 8.4 1 1 1 0
3006 178 55 18.3 0 0 1 0
424 174 22 1 0 1 1 1
1044 157 48 7.5 1 1 1 0
784 160 34 5.3 1 1 1 0
3516 178 52 31 1 0 1 0
4359 176 61 31.9 1 0 1 0
3342 180 35 10.4 0 0 1 1
3327 185 37 6.6 0 0 1 1
1250 160 42 1.4 0 1 1 0
1253 174 34 0.8 1 1 1 1
1991 163 24 6.1 0 1 1 0
2623 174 48 2.3 0 0 1 0
1143 170 48 0.9 1 1 1 0
3334 178 33 3.1 1 0 1 1
3026 167 70 9.7 1 0 1 0
1273 168 49 8.3 1 1 1 0
2627 179 34 3.8 0 0 1 1
2088 175 36 9.1 0 1 1 1
2323 170 51 10.3 0 1 1 1
2931 186 45 1.3 0 0 1 0
2441 188 52 2.9 1 0 1 0
2833 156 46 10.9 1 1 1 1
4224 173 36 4.8 1 0 1 1
1615 158 32 2 0 1 0 0
1681 170 53 12.3 1 0 0 0
1769 172 43 10.7 1 1 1 0
3776 175 37 6.7 1 0 1 1
3571 181 34 16 0 1 1 0
2172 160 38 12.3 1 1 1 1
1091 163 55 6.8 0 1 1 0
3567 180 52 26.1 1 0 0 0
1717 163 26 1.2 1 1 1 0
2607 166 33 4.4 0 1 1 1
1696 187 31 2.8 0 0 1 0
1338 160 42 1 1 1 1 0
2764 160 61 9.5 0 1 1 1
1249 159 43 4.1 1 1 1 0
2608 168 37 18 0 1 0 0
4527 180 39 17.3 1 0 1 0
1211 174 21 0.4 0 1 1 0
1708 161 53 11.3 1 1 1 0
893 165 41 8.7 1 1 1 0
1818 159 23 3.8 0 1 1 1
1863 181 59 33.8 0 0 1 0
2468 165 44 6.1 1 1 1 1
1358 173 22 1 1 1 0 0
1447 169 50 11.9 1 1 1 1
1575 170 25 0.2 0 1 1 0
1141 171 60 29.8 0 1 1 0
2478 173 37 15.3 1 0 0 0
1907 172 30 2.3 0 0 1 0
3878 183 47 15.6 1 0 1 0
1019 172 52 5.7 1 0 1 0
1313 178 54 9.8 1 0 1 0
1836 170 34 6.4 0 1 1 1
3212 174 33 4.7 1 0 1 1
2077 168 42 12.3 1 0 1 0
3145 178 38 12.3 0 0 1 1
1597 168 56 11.7 1 0 1 0
3346 165 32 4.1 0 1 1 1
2524 169 57 6.6 1 0 1 0
2041 170 36 5.3 0 1 1 0
3393 180 36 15 0 0 1 1
3019 172 48 7.4 1 1 1 1
1607 178 40 1.8 1 0 0 1
1952 173 61 45 0 0 1 0
1620 172 44 3.6 0 0 1 1
1524 160 47 6.9 1 1 1 0
5081 183 40 1.5 1 0 1 1
6107 175 59 26 1 0 1 0
3641 180 38 9 1 0 1 1
1311 160 43 2.4 1 1 1 0
2640 180 40 5.1 1 0 1 1
1338 160 22 1.6 0 1 1 0
1183 178 25 1 0 0 1 0
1318 167 22 0.2 0 1 1 0
2015 184 29 3.3 1 0 0 0
1858 182 41 0.6 1 0 1 0
5617 170 51 15.4 1 0 0 1
1046 163 21 0.5 0 1 1 0
2273 196 54 36 1 0 1 1
1436 165 55 9.4 1 1 1 1
2196 180 39 4.1 1 0 1 0
2701 170 40 4.3 0 1 1 0
5862 174 45 3.7 1 0 1 1
2945 185 56 10.4 1 0 1 0
3483 190 33 11.7 1 0 0 0
672 173 29 8.3 1 1 1 1
5923 182 64 6.9 0 0 1 1
2699 180 47 9.8 0 0 1 0
2583 184 44 24 1 0 1 0
3836 174 41 23 1 0 1 0
842 180 28 1.4 0 1 1 0
2506 184 52 25.8 1 0 1 0
2087 190 25 3.7 0 0 1 0
2703 162 40 15.9 1 1 1 1
1893 175 47 23.6 0 0 1 0
2833 164 47 0.7 1 1 1 1
1813 190 25 1.9 0 0 1 0
631 160 37 1.9 1 1 1 1
2071 183 48 25.7 1 0 1 0
2618 178 28 1.8 0 0 1 1
1965 168 54 18.8 0 1 0 0
3999 182 40 18.3 1 0 1 0
1996 180 30 6.8 0 0 1 0
3810 185 39 11.8 0 0 1 0
3757 172 53 25.8 1 0 1 0
4888 177 43 10.3 1 0 1 1
2913 180 45 4.8 1 0 1 0
1928 172 43 5.6 0 0 1 0
2422 175 46 20.2 0 0 1 0
490 168 40 0.4 1 1 1 0
690 182 35 1.9 1 0 1 0
3530 180 36 1.4 0 0 1 0
1823 182 41 24.4 0 0 1 0
2041 170 39 0.2 0 1 1 1
2471 172 52 33 1 0 1 0
2202 176 32 0.6 0 1 1 0
1999 172 46 27 1 0 1 0
760 151 59 12.8 1 1 0 0
1316 171 45 0.8 1 0 1 1
2470 186 51 15.2 1 0 1 0
3075 186 39 10.2 1 0 1 1
2649 180 50 23.1 1 0 1 0
3382 175 45 27 1 0 1 0
2119 178 44 3.1 1 0 1 0
1746 170 37 0.8 0 1 1 1
1725 170 43 1 1 0 1 0
2257 159 27 4.4 0 1 1 1
2046 163 30 11 0 1 1 0
4970 189 45 20.5 0 0 1 1
2386 165 34 12.8 1 1 1 0
4346 168 60 22.5 1 0 1 1
2051 183 28 8.4 0 0 1 0
590 157 44 16.1 1 1 1 0
4188 196 31 7 0 0 1 1
3347 160 59 11.1 1 1 1 1
1621 168 38 16.3 1 1 1 0
2177 163 47 5.2 1 1 1 0
2289 184 35 1.3 1 0 1 0
1973 183 33 0.4 0 0 1 0
3501 170 39 6.1 1 0 1 1
2535 167 33 9.8 1 0 0 0
1961 168 32 3.7 1 1 1 0
3084 171 36 11 1 0 1 0
1448 165 36 15 1 1 1 1
1641 172 61 43.3 0 0 1 0
1462 172 54 6.3 1 1 0 1
2051 171 32 3.2 0 0 1 0
5056 185 36 6.5 1 0 1 1
3579 177 46 17.8 1 0 1 0
4209 178 56 21.3 1 0 1 0
1106 178 55 32.6 0 0 1 0
1431 178 50 2.2 1 0 1 1
3066 179 62 25.9 1 0 1 0
2589 184 24 3.8 0 0 0 0
2097 166 50 23.5 1 1 1 1
2137 195 21 1 0 0 1 0
5028 177 50 33 1 0 1 0
881 171 40 2.3 0 1 1 1
795 168 58 2.3 1 1 1 0
2041 174 28 2.3 0 1 1 0
6242 181 53 7.2 1 0 1 1
2551 189 60 36.3 0 0 1 0
2468 189 29 0.2 0 0 1 0
2578 181 24 1 0 0 1 1
3893 171 40 11.2 1 0 1 0
4026 186 33 11.5 1 0 1 0
4869 185 39 4.4 1 0 1 1
3037 180 34 6.7 1 0 0 0
2324 172 35 11 0 0 1 0
2811 154 45 21.4 0 1 1 0
1584 169 31 13.5 1 1 1 0
3020 182 42 15.8 1 0 1 0
2756 181 41 5.3 1 0 1 0
1725 158 42 1.6 0 1 1 1
1594 162 29 9.4 0 1 1 0
2373 173 37 2.9 1 0 1 0
3060 175 33 0.3 1 0 1 0
1328 162 48 2.8 1 1 1 0
2608 180 40 2.9 1 0 1 0
1582 163 32 10 1 1 1 1
2688 185 51 4.3 1 0 0 1
2560 166 50 9 1 1 1 1
2686 161 31 11 0 1 1 0
3238 182 59 10.4 1 0 1 1
2185 184 30 0 0 0 1 1
2252 165 58 30.6 1 1 1 0
1586 158 48 8.3 1 1 1 0
1974 174 38 1.1 0 0 1 0
550 156 60 8.8 1 1 1 0
2648 179 46 23.7 0 0 1 0
5320 176 54 27.4 1 0 1 0
2547 170 53 10.9 1 1 1 1
690 163 60 10.8 1 1 0 0
3434 168 49 10.2 1 1 1 1
3702 183 37 3.6 1 0 1 0
1221 170 35 0.8 1 0 1 0
3270 190 39 19.5 1 0 1 0
5595 192 28 2.6 1 0 1 0
2013 160 29 2.2 1 1 1 0
1985 185 26 3.3 0 0 1 0
3669 168 32 1.8 0 0 1 0
2150 180 38 2.4 0 0 1 0
4181 165 35 17.3 0 1 1 0
2681 175 41 10.5 1 0 1 0
12492 178 35 11.5 1 0 1 1
1060 168 39 19 1 1 1 0
1894 180 41 4 1 0 1 0
2188 171 27 0.2 0 1 1 1
804 158 31 0.3 1 1 1 0
1812 172 33 0.5 1 0 1 1
2234 181 50 20.2 1 0 1 0
2730 168 60 10.6 0 1 1 1
2279 187 36 8.8 0 0 1 0
3800 176 38 4.6 1 0 1 1
1639 170 35 19.4 0 0 1 0
1265 172 27 1.7 1 0 0 1
1868 176 33 2.6 1 0 1 0
3094 185 33 9.7 1 0 1 0
3695 186 37 7.2 0 0 0 1
2282 194 33 2 0 0 1 0
2116 178 53 3.7 1 0 1 0
866 161 41 2.6 1 1 1 0
2542 168 61 34.8 0 1 1 0
1306 170 53 31.8 1 1 1 1
4857 191 35 13 0 0 1 1
1013 160 52 1.6 1 1 1 1
3196 168 47 15.2 1 0 1 0
483 158 60 13.2 1 1 1 0
1197 155 35 2.8 0 1 1 0
2758 167 44 2.4 0 1 1 0
473 182 24 2 0 0 1 1
1478 178 52 0.8 1 0 1 0
2329 163 48 16.4 1 0 0 0
1605 168 24 3.5 0 1 1 0
6967 185 35 0 1 0 1 1
2795 179 43 7.6 1 0 1 0
1993 158 62 8.8 1 1 1 0
2225 175 41 7.4 0 0 1 0
717 158 44 7.8 1 1 1 0
1744 177 25 0.3 0 0 1 1
2045 178 34 8 0 1 1 1
2309 158 37 8.9 1 1 1 0
1450 175 46 0.5 1 1 1 0
1938 184 44 6.6 1 0 1 0
994 163 46 0.8 1 1 0 0
2111 171 39 11.9 1 1 1 0
1512 180 31 10.9 1 0 1 0
2548 180 29 10.5 1 0 0 0
1300 179 61 11.6 0 0 1 0
5807 175 46 17.8 0 1 1 1
1636 172 46 1.5 1 1 1 0
1857 182 27 6 1 0 1 0
2765 193 33 6.4 1 0 1 1
1150 160 55 1.9 1 1 0 0
1513 169 52 17.9 1 1 1 0
3056 160 61 10.7 0 1 1 0
7591 180 32 3 1 0 0 1
2466 168 30 2.1 0 1 1 1
1476 162 53 14 1 1 1 0
987 165 30 0.3 1 1 1 0
2938 178 37 7.4 1 0 1 0
1853 175 26 7.5 0 0 1 0
1204 165 46 4.2 1 1 1 1
4385 175 32 0.4 0 0 1 1
2308 180 36 4.1 1 1 1 1
3212 175 47 25.8 0 0 1 0
1029 175 34 0.8 0 0 1 0
1086 175 33 1 1 1 1 0
1553 170 50 1.2 1 0 1 0
975 155 46 3.7 1 1 1 0
2948 170 38 17.4 0 0 0 0
1591 159 23 2.6 0 1 1 1
1513 167 60 1.8 1 0 1 0
2342 172 30 1.7 1 1 1 1
2203 162 45 23 1 0 0 0
4889 167 56 12.2 1 0 0 1
1436 187 33 0.3 0 0 1 1
1766 158 25 0.8 0 1 1 1
2075 178 52 2.9 1 0 1 0
2270 165 34 8.1 0 1 1 0
2285 170 53 26 1 0 1 0
1807 183 45 5.3 0 0 1 0
1994 185 46 10.7 1 0 1 0
3088 180 38 16.4 1 0 1 0
1545 168 52 2.9 0 1 1 0
865 172 37 0.8 1 1 1 0
2137 175 22 0.8 0 0 0 0
1468 170 28 0.9 0 1 1 0
1873 190 32 14 0 0 1 0
3724 177 40 6.5 1 1 1 1
2334 178 38 11 0 0 1 0
2468 187 44 23.6 1 0 1 0
2960 182 42 25.5 1 0 1 0
2986 168 39 14.9 0 1 1 1
1046 162 32 10.8 1 1 1 0
1482 165 55 11.8 1 1 1 0
728 163 23 0.5 0 1 1 0
3072 180 35 15.2 0 0 1 0
4011 170 47 11.3 1 0 1 1
2050 167 38 7.3 1 0 1 0
2423 170 45 11.3 1 1 1 1
4673 152 29 3.4 0 1 1 1
1661 165 49 9.1 0 1 1 0
1727 197 42 4.5 0 0 1 0
2808 164 38 20.3 1 1 1 0
1078 168 36 0.2 1 1 1 0
1846 158 44 3.4 1 1 1 0
3070 172 48 11.7 1 0 1 0
1267 170 36 10.8 1 1 1 1
1748 175 33 2.4 1 0 1 0
1531 169 43 24 1 0 1 1
1471 167 40 3.5 1 1 1 0
512 162 40 1.6 1 1 1 0
512 168 44 1.3 1 1 1 0
2320 165 46 26 1 1 1 0
1835 176 46 9.2 1 0 1 1
4073 175 50 29.9 1 1 1 0
986 154 61 8.8 1 1 1 0
3635 168 57 10.6 1 1 1 1
2490 160 34 3.8 0 1 1 1
2804 186 34 4.2 0 0 1 1
3474 188 61 26.3 0 0 1 0
2019 164 43 9.7 0 1 1 1
3041 172 41 9.6 1 0 0 0
2610 164 58 29.9 1 1 1 0
1374 160 21 2.3 1 1 0 0
3244 177 38 18 1 0 1 0
2490 165 37 11.3 1 1 1 1
2400 166 62 23.3 1 0 1 0
978 163 34 0.6 1 1 1 0
6819 187 41 13.6 1 0 1 1
1116 180 41 8.5 1 0 1 0
2467 168 51 5 1 1 1 0
1061 170 38 11.8 1 1 1 0
2033 158 44 23.5 1 1 1 1
1190 170 53 7.3 1 0 1 0
1507 175 42 16.9 1 0 0 0
1722 182 41 13.3 1 0 1 0
751 158 41 15.1 0 1 1 0
3253 178 51 19.6 1 0 1 0
812 158 26 3.7 0 1 1 0
1343 168 47 10.7 1 1 1 0
3245 172 40 19.5 1 0 1 1
1977 190 24 2 0 0 1 0
2288 176 50 21.3 0 0 1 0
2065 186 45 1.3 1 0 1 0
1216 166 26 0.6 0 1 1 0
2351 194 41 23 0 0 1 0
3009 182 38 10 0 0 1 1
5716 175 42 20.3 1 0 1 0
1894 165 38 2.6 0 1 1 0
1028 169 54 18.2 1 1 1 0
1476 175 46 3.3 1 0 1 0
2499 192 30 5.3 0 0 1 0
4764 173 54 33 0 0 1 1
959 186 27 2.4 0 0 1 1
3289 178 47 29 1 0 1 0
2221 164 24 7.6 0 1 1 0
2127 168 58 4 0 1 1 1
2587 176 27 1.8 0 1 1 0
3037 182 55 24.7 1 0 1 0
2488 165 48 4.9 0 1 1 0
4639 183 51 27.7 1 0 1 1
1297 160 46 1.3 1 1 1 0
1832 176 49 7.7 1 0 1 0
2436 158 55 31.2 1 1 1 0
1737 172 52 22.7 1 0 1 0
5980 184 38 8.4 1 0 1 1
871 168 23 1.3 1 1 1 0
2665 165 56 29.4 1 0 1 0
1789 182 58 23.5 0 0 1 0
2387 164 57 21 1 1 1 0
977 167 35 4.8 1 1 1 0
1658 195 32 1.3 0 0 1 1
1154 178 50 11 1 0 1 0
2352 168 51 12 0 0 1 0
2514 179 60 22 0 0 1 0
3314 167 55 26.1 1 1 1 1
1316 168 39 6.5 1 1 1 0
5645 182 35 1.2 0 0 1 1
2176 156 42 12.1 1 1 1 0
981 172 30 0.8 1 1 0 0
1158 160 41 7.8 1 1 1 0
2088 164 61 23.8 1 0 0 0
3095 158 49 28.9 1 1 1 1
1499 170 43 5.4 1 0 1 0
1819 165 27 1.5 0 1 1 1
1925 171 42 11.8 1 1 1 0
1179 169 50 2.3 1 1 1 0
1401 162 41 5.4 1 1 1 0
2608 170 46 12.3 1 0 1 0
5777 187 50 11.8 1 0 1 0
1430 183 26 0.7 0 1 1 0
1269 175 21 0 0 1 1 0
10075 180 52 4.9 1 0 1 1
2597 165 51 29.8 1 0 1 0
3740 182 44 0.5 1 0 1 0
2174 180 32 9 1 0 1 0
2583 174 50 4.9 1 0 1 1
1610 170 26 9.4 0 1 1 0
1247 172 32 0.3 0 0 1 0
1995 183 64 42 1 0 1 1
2484 184 21 2 0 0 1 0
2004 178 32 2.2 1 0 1 0
1137 160 52 11.8 0 1 1 0
2545 152 32 10 1 1 1 0
1388 176 39 0.3 1 0 1 0
1208 153 51 29.7 1 1 1 0
4152 188 32 3.7 1 0 1 1
1894 162 44 13.8 0 0 1 0
1950 166 54 4.9 1 1 1 1
1946 156 44 3.2 0 1 1 0
2481 172 55 34 1 0 1 0
2793 168 31 7.3 1 0 1 0
2274 182 39 4.8 1 0 1 0
3092 171 29 2.5 0 1 1 0
2089 176 43 10.2 1 0 1 0
1226 178 73 7.4 1 0 1 1
8043 178 36 3.5 1 0 1 1
4276 176 29 1.1 1 0 1 1
1890 167 41 21.4 1 1 1 0
2548 178 45 6.9 1 0 0 0
3297 156 54 13.2 1 1 1 1
3394 178 54 26.8 1 0 1 0
1594 171 22 0 0 1 1 0
1506 170 39 0.3 0 0 1 0
1435 168 56 11.1 1 1 1 0
1472 172 53 10.8 0 1 1 0
2541 175 44 5.4 1 0 1 0
2773 174 35 11.9 1 0 1 0
1825 162 55 31.8 1 0 1 0
4629 175 38 2.1 1 0 1 0
4728 179 41 13.6 1 0 1 1
1948 178 24 0.8 0 0 1 0
2713 163 53 11.8 0 1 1 0
1194 173 43 1.6 1 1 1 1
556 168 34 1.2 1 1 1 0
2170 194 25 2 0 0 1 0
1556 166 39 1.2 0 1 1 1
3549 178 52 14.1 1 0 1 0
1131 160 41 1 0 1 1 0
4056 165 58 3.8 0 1 1 1
1865 160 44 3.6 1 1 1 0
4632 178 36 6.5 1 0 1 1
1833 170 46 0.8 1 0 0 0
1716 178 46 3.8 1 0 1 1
4770 172 53 29.4 1 0 1 1
2721 178 38 10.3 0 1 1 1
2623 179 40 0.8 0 0 1 0
2748 170 60 25.5 1 1 1 0
1738 174 49 0.3 0 0 1 0
1646 173 49 1.7 1 0 1 1
3759 175 43 12.2 1 0 1 0
3470 183 36 11.5 1 0 1 0
3104 182 45 23.8 1 0 1 0
1780 158 21 0.3 0 1 1 0
2588 176 34 14.4 1 0 1 0
1440 166 24 1.6 0 1 1 0
2713 183 36 12.2 0 0 1 0
1208 168 51 7.5 1 1 1 0
995 182 24 4 0 0 1 0
2444 168 34 1.6 0 1 1 1
1924 162 46 15.4 1 1 1 1
3318 175 28 2.9 0 1 1 1
664 171 42 0.3 1 1 1 0
2434 175 41 1.1 1 0 1 0
3063 175 53 23.4 0 0 1 0
3239 180 32 1.8 1 0 1 0
2395 176 59 8.4 1 0 1 0
4976 185 46 11.4 1 0 1 1
3180 172 52 11 1 0 1 1
5771 188 39 14.7 1 0 1 0
1609 159 61 0.8 1 1 1 0
2745 170 34 9.8 0 1 1 0
1274 179 49 0.8 1 0 1 0
5122 189 38 9.6 1 0 1 0
3169 191 31 11.6 0 0 1 0
3986 175 51 2.1 1 0 1 1
3470 175 43 27.3 1 0 1 0
1311 166 23 4 0 1 1 0
1067 159 40 3 1 1 1 0
915 168 34 1.8 1 1 1 0
746 168 28 4.2 1 1 1 0
4537 164 36 2 0 0 1 0
1795 175 25 4.5 0 1 1 1
1408 178 24 2.2 0 0 1 0
678 179 41 7.6 1 1 1 1
1878 176 42 12.4 1 0 1 0
2740 186 37 6.8 1 0 1 0
1534 160 43 25 0 1 1 0
2957 165 50 24.8 1 1 1 1
2330 176 62 7.3 1 0 1 1
2143 177 27 4 0 0 1 0
2418 162 40 12 1 1 1 0
1685 165 45 9.3 1 1 1 0
3025 160 33 5.8 0 1 1 0
3078 178 45 3.6 1 0 1 1
1564 167 42 6 0 1 1 0
2724 178 57 29.4 1 0 1 1
3873 188 43 14.9 1 0 1 0
2020 167 52 11.5 0 1 1 1
2144 185 43 0.4 1 0 1 0
2551 185 37 18 1 0 1 0
982 173 50 1.8 1 1 1 0
2427 175 43 2.6 1 0 0 0
1511 160 42 0.9 1 1 1 1
1773 159 52 1.6 1 1 1 0
518 166 47 0.9 1 1 1 0
4425 184 38 5.5 1 0 1 1
2762 174 39 19 1 0 1 0
4666 171 52 15.4 1 0 1 1
1354 160 60 11.3 1 1 1 0
1932 186 43 3.2 1 0 1 0
1237 163 36 11.4 0 1 1 0
2290 167 39 0.3 1 0 1 0
2107 185 55 32.2 1 0 1 0
892 173 33 5.9 1 1 1 1
1528 171 42 23.2 1 1 1 0
1306 195 23 1.4 0 0 1 0
4014 168 48 0.3 1 0 1 1
2726 172 42 8.8 0 1 1 1
1987 174 38 4.9 1 0 1 0
4946 165 33 15.7 1 0 1 0
821 154 38 8.6 1 1 1 0
1923 157 60 27 0 1 1 0
835 170 42 16.1 0 1 1 0
2527 172 31 0.9 0 0 1 0
2076 178 31 2.3 1 0 1 0
1541 188 36 2.9 1 0 1 0
2553 177 33 12.3 1 0 0 0
2796 174 48 10.3 1 0 1 1
2521 180 61 4.3 1 0 1 1
488 174 23 1.1 0 0 1 1
1613 164 55 32.4 1 1 1 0
2695 186 52 9.3 1 0 1 0
2367 170 41 12.3 1 1 1 1
1344 190 49 11.1 0 0 1 0
2096 182 45 2.1 1 0 1 0
4079 178 41 12.8 1 0 1 1
1071 170 48 1 1 1 1 0
3421 180 47 2.2 0 0 1 1
467 162 50 18.8 1 1 1 0
1285 195 26 1.2 0 0 1 0
2422 164 24 5.4 0 1 1 0
1977 164 35 0.3 1 1 0 0
2980 172 63 23.7 1 0 1 0
1902 174 26 7 0 0 1 0
2278 175 42 13.3 1 0 1 0
2922 192 34 11 0 0 0 0
2805 194 39 9 0 0 1 0
1357 164 39 2.3 1 1 1 1
2076 169 51 8.7 0 1 1 0
1083 164 47 6.3 1 1 1 0
1526 170 40 2 0 1 1 1
3041 168 38 11.9 0 1 1 1
1289 173 24 4.3 0 0 1 0
1682 174 41 0.2 1 0 1 0
3446 192 39 11.9 1 0 1 1
3765 174 40 7.2 1 0 1 0
1592 169 23 1.3 0 1 1 0
2422 165 53 7.4 1 1 1 0
2307 173 52 25.9 1 0 1 0
3610 170 50 11.3 0 1 1 1
1362 168 25 1.8 1 1 1 0
2011 158 51 20.3 0 1 0 0
2238 180 41 7.9 0 0 1 0
2617 155 36 14.8 0 1 1 0
1258 168 48 1.8 0 0 1 0
1973 176 35 0 1 0 1 1
2900 170 54 16.8 1 0 0 0
1547 175 22 1.1 0 0 1 0
4488 181 34 5.6 1 0 1 1
2686 173 57 9.3 1 0 1 0
1946 179 36 16.4 0 0 1 0
2457 165 45 6.2 0 1 1 0
2725 166 38 1.9 1 0 0 0
3462 174 48 31 1 1 1 0
1376 178 32 0.2 1 0 1 0
1102 174 60 1.1 1 0 1 0
1551 155 37 2.8 1 1 1 0
4453 176 40 2.4 1 0 1 1
2071 162 41 22 1 1 1 0
2610 159 43 24.8 0 1 1 0
1389 176 51 5.3 1 0 1 0
2414 172 29 3.4 0 0 1 1
2306 162 27 6.5 0 1 0 0
3091 165 49 6.5 1 0 0 0
1723 168 56 31.3 1 1 0 0
3065 192 52 36.8 0 0 1 0
4836 178 41 18.4 1 0 1 0
2285 184 32 11.5 1 0 1 0
1539 155 29 6.4 0 1 1 0
3595 186 38 2.9 0 0 1 0
5129 180 54 26.5 1 0 1 1
2294 191 29 5.3 1 0 1 1
3251 165 42 22.2 0 1 1 0
3761 188 36 2.4 1 0 1 1
2598 165 42 3.2 1 0 1 0
2245 190 45 2.3 1 0 1 1
2174 175 46 1.8 1 1 1 0
2062 180 61 37.9 1 0 1 0
1929 165 41 13.5 1 1 1 1
1604 181 33 12.6 0 0 1 0
2049 176 23 0.3 0 0 1 0
2603 175 45 11.8 0 0 1 0
791 174 49 6.3 1 1 1 1
2340 185 36 1.2 1 0 1 0
3012 190 40 5.6 1 0 1 1
1785 178 42 9.2 0 0 1 0
1648 156 43 3.1 1 1 1 0
884 168 38 14 1 1 1 0
2676 173 43 20 0 1 1 0
1617 176 34 9.6 1 1 1 1
2162 168 56 2.3 1 1 1 0
908 168 31 12 1 1 1 0
1537 186 51 0.5 0 0 1 0
1208 168 29 0.5 0 0 1 0
1955 177 30 6.5 0 1 1 0
1462 163 46 19.8 1 1 0 0
